Pixel Number,405 nm(ADC counts),450 nm(ADC counts),MercuryLamp(ADC counts)
1596,342.59358,238.39644,491.54862
1597,341.83627,237.91171,491.84897
1598,342.73062,237.22291,492.65052
1599,342.16376,237.75978,493.40051
1600,341.07565,237.49846,494.27633
1601,340.77585,237.16059,494.88047
1602,340.66798,236.45879,495.27202
1603,339.65446,237.10522,495.75508
1604,339.42727,236.24033,496.24814
1605,339.04126,235.5087,496.66099
1606,338.9881,234.93898,496.94376
1607,338.64152,234.926,497.2374
1608,338.48686,235.04411,497.67971
1609,338.18564,235.04608,497.94424
1610,337.71378,234.88648,497.8413
1611,337.52554,235.28082,497.91105
1612,337.20202,235.64314,498.24739
1613,336.49597,236.44569,498.61531
1614,336.67836,236.64824,498.85149
1615,336.26332,237.67808,499.21019
1616,335.27927,237.75517,499.12249
1617,334.76259,238.59193,499.48871
1618,334.40371,239.20316,499.22496
1619,334.37024,239.42836,499.40634
1620,334.80068,238.91405,499.65329
1621,334.69867,238.76803,500.39329
1622,335.49001,239.09,500.90394
1623,334.59925,239.84105,501.39818
1624,334.61716,239.33988,501.41045
1625,334.87254,239.17159,501.22202
1626,334.99316,238.75122,501.16757
1627,334.47582,239.04475,501.49789
1628,333.91471,238.53148,501.42297
1629,333.53799,238.94031,501.25067
1630,334.06341,238.87042,500.90289
1631,334.23488,238.69108,500.93131
1632,334.89832,238.20317,500.30657
1633,335.24971,238.11519,500.16371
1634,336.22092,238.32959,499.8499
1635,336.26024,238.70003,499.9068
1636,336.49356,238.55803,499.44927
1637,336.11226,238.43053,499.61769
1638,336.46289,237.90668,499.30755
1639,335.84811,238.11216,499.03419
1640,335.56633,238.10936,498.51059
1641,335.25775,238.85729,498.21842
1642,336.02027,237.82894,497.7093
1643,336.24001,238.04628,497.38948
1644,336.11948,237.4622,497.094
1645,335.85931,237.91852,497.11047
1646,336.13395,237.49723,496.63511
1647,335.63129,236.85205,496.08395
1648,335.52546,236.04875,495.50154
1649,335.47799,235.88728,494.77922
1650,334.95475,235.12891,494.00673
1651,334.92195,234.78157,492.91671
1652,335.53335,233.82636,492.23978
1653,335.68137,233.8879,491.21522
1654,336.25388,233.30289,490.21818
1655,335.49842,233.05531,489.1908
1656,335.19563,232.17019,488.01131
1657,335.28661,231.43141,486.95429
1658,334.99972,230.74707,485.64527
1659,334.47458,229.89759,484.61656
1660,334.66493,229.14263,483.7769
1661,334.74608,228.54955,482.55003
1662,334.57788,228.03185,481.08756
1663,334.8487,227.81615,479.9492
1664,334.45239,227.56361,478.35504
1665,334.90093,226.83499,476.88981
1666,334.66797,226.70208,475.12235
1667,334.45695,226.8991,473.24558
1668,334.35411,226.22544,471.84348
1669,334.42303,225.54,470.63144
1670,334.38942,225.23619,468.71861
1671,333.4533,224.85976,467.30948
1672,333.3893,223.77737,465.86049
1673,332.98904,223.11534,464.36237
1674,332.98186,222.55132,462.36564
1675,332.56919,222.28746,460.85895
1676,332.9552,221.45122,458.82222
1677,333.0156,220.78419,456.96777
1678,332.87951,219.9739,455.10022
1679,332.55761,219.7597,453.49963
1680,333.04457,218.56481,451.87502
1681,333.10378,217.53941,450.28946
1682,332.66022,217.28205,448.69775
1683,332.04826,216.5059,446.94935
1684,331.95377,215.20305,445.50835
1685,332.32538,214.76791,444.03915
1686,332.89154,214.98964,443.17902
1687,332.12284,215.09324,441.91746
1688,331.85817,214.154,440.41779
1689,332.06047,213.60501,438.81505
1690,332.15461,213.05528,437.12732
1691,331.82409,212.67026,436.02913
1692,331.90198,211.89096,434.83413
1693,331.58979,210.97043,433.24649
1694,331.30898,210.26474,432.395
1695,331.30619,209.36644,431.05907
1696,331.49656,208.1817,430.0362
1697,331.03668,208.0318,428.61679
1698,331.54631,207.42336,427.34906
1699,330.99327,207.68694,426.17156
1700,330.84811,206.69168,425.35349
1701,331.18389,206.22357,424.07629
1702,331.25147,205.65067,422.85518
1703,331.36772,205.8989,421.52917
1704,331.10771,205.19863,420.56757
1705,330.90187,205.4742,419.51899
1706,331.89456,205.43423,419.05547
1707,331.57195,205.64879,418.05456
1708,331.60579,204.98704,417.68982
1709,331.34856,204.53862,417.20466
1710,331.80342,204.11562,416.29747
1711,331.47798,204.23753,414.79146
1712,331.5372,203.65067,413.55197
1713,331.76438,203.27066,412.05852
1714,332.61289,202.86894,411.08153
1715,332.00955,203.31266,410.27741
1716,331.98259,202.13952,409.42991
1717,332.74422,201.79701,408.5455
1718,333.79166,200.28951,407.4232
1719,333.12339,200.10156,406.76346
1720,333.21875,199.52575,406.18644
1721,333.12321,199.73316,405.51739
1722,333.55597,199.57465,405.04589
1723,333.194,199.28505,404.32012
1724,333.99914,198.76925,403.15272
1725,334.11868,198.15332,402.50872
1726,334.3074,197.62614,402.24683
1727,334.41893,197.47001,401.5249
1728,334.00067,197.23519,401.33539
1729,333.80328,196.70279,400.99707
1730,333.91014,195.96773,400.50709
1731,333.71275,195.27785,399.99276
1732,333.85813,195.07,399.72262
1733,333.39845,195.30174,399.81258
1734,333.21403,194.8726,399.85159
1735,332.46308,194.90396,399.44725
1736,332.21888,193.58641,399.68438
1737,331.76277,193.22418,399.42375
1738,331.75902,192.56379,399.17365
1739,330.77663,192.56101,398.33557
1740,330.85396,191.8585,398.41923
1741,330.64056,191.26946,397.98059
1742,330.44828,190.56259,398.39508
1743,329.31963,190.70707,398.49744
1744,328.80692,190.11823,398.36512
1745,329.32682,189.91133,398.2483
1746,329.23294,189.42901,398.35691
1747,328.3787,189.22998,398.0214
1748,328.25835,189.24291,397.81238
1749,328.12527,189.2146,397.87936
1750,327.69644,189.40515,398.09996
1751,328.08684,189.32057,398.17189
1752,327.83514,189.23698,398.3321
1753,327.72128,189.32884,398.53112
1754,327.2373,188.77414,398.88091
1755,326.68812,188.69327,399.11026
1756,327.38882,188.23697,398.94394
1757,327.58006,188.60727,399.13774
1758,327.37992,189.25442,399.03571
1759,327.23048,189.43812,399.18907
1760,327.77175,189.78236,399.56719
1761,327.4196,190.0733,399.80557
1762,327.31115,189.85815,400.10459
1763,326.83865,190.16584,400.20226
1764,326.59528,190.35188,400.43695
1765,326.2333,190.57133,400.69382
1766,325.26842,190.39525,401.11574
1767,324.95642,190.08099,401.65681
1768,324.41834,189.52323,402.17158
1769,323.61728,189.86045,402.58318
1770,323.37339,190.17602,403.31128
1771,322.56378,190.62587,403.76357
1772,322.80774,190.32488,403.91389
1773,322.84402,190.83862,403.85181
1774,323.61902,191.42099,404.17446
1775,323.0538,191.90563,404.28877
1776,323.42886,191.93344,404.60387
1777,322.96594,193.08648,405.00646
1778,322.66201,193.44566,405.50916
1779,322.48195,193.9023,406.08596
1780,323.02318,194.19366,406.23557
1781,322.57312,195.18593,406.43779
1782,322.58119,195.24208,406.74028
1783,322.65492,195.17542,406.8373
1784,322.88148,195.48663,407.03779
1785,322.40549,196.16604,407.60676
1786,323.16561,196.52117,408.29261
1787,322.2378,196.45828,408.98328
1788,323.17602,195.91973,409.73663
1789,323.24944,196.53118,410.11765
1790,322.62843,196.42703,410.55237
1791,322.03954,196.19899,411.42588
1792,322.03428,195.28369,412.01355
1793,321.74314,195.28718,413.19174
1794,321.88502,195.43783,414.01599
1795,321.99355,195.25308,414.80801
1796,321.33054,195.59906,415.54625
1797,321.48125,195.76888,416.23231
1798,321.90443,195.82828,417.15938
1799,321.56208,196.23373,418.81459
1800,321.81206,195.96171,420.31808
1801,322.26329,196.54353,421.68302
1802,322.32073,196.44804,423.30541
1803,322.25076,196.94527,425.09912
1804,322.22497,196.5646,427.03606
1805,322.29163,196.70947,428.93569
1806,323.53565,195.94897,431.23921
1807,322.61565,196.18769,433.67961
1808,323.07532,195.85053,436.07235
1809,322.24293,196.5693,438.43007
1810,322.56725,196.40001,441.60913
1811,322.22898,196.80876,444.27675
1812,322.82994,196.42556,447.61419
1813,322.94696,197.12705,450.77412
1814,322.86038,196.80642,454.60142
1815,322.20281,196.73401,458.00507
1816,322.30104,195.76766,461.72006
1817,322.26521,195.93076,464.67004
1818,322.40215,195.58575,468.85288
1819,321.21796,196.36346,473.38624
1820,322.34923,196.08706,478.7482
1821,322.04053,196.77762,484.15328
1822,322.5077,196.54795,489.35488
1823,322.39402,196.71584,494.66289
1824,322.79939,196.14219,499.72634
1825,322.66168,196.41809,504.92503
1826,322.34754,196.50256,510.81514
1827,321.43909,196.69261,516.67281
1828,321.40049,196.18126,523.26637
1829,321.798,196.17935,530.52795
1830,321.51433,195.65438,537.65056
1831,321.61472,195.01148,544.70878
1832,321.71612,194.72466,552.21493
1833,321.87909,194.38452,560.32825
1834,322.0657,193.7613,568.60374
1835,321.78065,193.49666,576.54487
1836,322.17473,192.76108,585.0549
1837,322.29147,193.2685,593.9643
1838,322.21482,192.85366,602.6508
1839,322.06786,192.54642,611.77391
1840,322.59559,191.78927,621.69365
1841,322.44457,191.79767,631.08444
1842,322.26912,191.72741,641.08067
1843,322.17273,191.84422,651.26105
1844,323.05172,191.522,661.87409
1845,323.12314,191.65803,672.42794
1846,323.17591,191.86056,683.24723
1847,323.19206,192.17014,694.25036
1848,324.1636,191.90754,705.20569
1849,324.08502,191.44924,716.68095
1850,324.64352,190.80484,727.94735
1851,324.92943,190.03245,739.44396
1852,325.03049,189.59734,750.98409
1853,325.00647,189.28069,762.76475
1854,325.09736,188.62688,774.60787
1855,325.37118,188.55608,786.13231
1856,326.26491,188.15671,797.83654
1857,325.46577,188.83149,809.54048
1858,325.14518,187.95516,820.75613
1859,324.71277,187.31237,831.68307
1860,324.95041,187.27932,842.8308
1861,323.77876,187.50622,853.9896
1862,323.79456,187.22608,865.3866
1863,324.0991,187.7274,876.48526
1864,324.42866,187.64082,887.71501
1865,324.38599,187.97616,898.98111
1866,324.24557,187.44178,910.13029
1867,324.48275,187.76758,921.17757
1868,324.06812,187.83203,931.463
1869,323.5968,188.55897,941.96836
1870,323.95571,188.80606,952.44599
1871,323.9268,189.05822,963.04923
1872,324.60531,188.90213,973.15368
1873,324.61625,189.36431,983.45498
1874,324.82353,188.9193,993.7501
1875,324.57042,188.9597,1003.46541
1876,324.70331,188.84811,1013.12832
1877,324.25842,188.74981,1022.5328
1878,324.43424,188.06916,1031.70375
1879,324.73787,188.33829,1040.71864
1880,324.91392,187.92492,1049.74981
1881,323.97261,188.31614,1058.95571
1882,324.10511,187.58613,1067.45481
1883,323.22062,187.95763,1076.48032
1884,323.05967,187.65251,1084.81951
1885,322.29383,188.04314,1093.20023
1886,322.52225,188.21467,1101.16275
1887,321.26598,188.44379,1108.94967
1888,321.17948,188.08384,1116.61158
1889,318.84702,188.40172,1123.59019
1890,318.78247,188.02452,1130.87423
1891,318.25976,188.29603,1137.84089
1892,318.34171,188.22519,1144.8897
1893,318.24924,189.13377,1152.33063
1894,318.53289,189.0419,1158.66411
1895,317.76159,189.36981,1164.62353
1896,317.41705,189.81438,1170.24187
1897,318.14045,189.72998,1175.5888
1898,318.08549,190.06776,1181.49427
1899,317.79472,190.24244,1187.1625
1900,318.2815,190.39314,1192.58714
1901,317.91692,190.73171,1197.98896
1902,318.22584,190.80072,1203.66861
1903,318.1469,191.4876,1208.44422
1904,318.50501,191.52243,1212.78093
1905,318.50861,191.89665,1216.61732
1906,318.20739,191.40874,1221.05395
1907,317.50114,192.10953,1225.55973
1908,318.07104,192.11125,1229.70954
1909,317.24583,192.68806,1233.73001
1910,317.99027,192.57468,1237.85195
1911,317.8471,193.21717,1241.59679
1912,318.19326,193.80139,1245.08602
1913,317.65068,194.5491,1248.67614
1914,317.82776,194.61119,1252.1171
1915,318.31785,195.39489,1254.91501
1916,318.97491,195.35981,1257.98021
1917,319.16929,195.53386,1261.47983
1918,319.2858,195.53092,1264.09497
1919,319.1427,195.58945,1267.05057
1920,319.89038,195.36104,1269.55672
1921,319.0486,195.13075,1272.4765
1922,319.40861,194.78336,1274.74443
1923,319.54588,194.26024,1277.20738
1924,320.31658,193.65913,1279.2692
1925,320.08952,194.4168,1280.53299
1926,320.13626,193.4193,1281.68371
1927,319.84729,193.06807,1282.82566
1928,320.56388,192.3205,1283.54258
1929,320.13321,192.33872,1284.25776
1930,320.30985,191.57667,1284.44028
1931,320.82333,191.68284,1284.92902
1932,320.95665,191.85941,1284.89562
1933,320.30221,192.63281,1284.94065
1934,319.88468,192.41961,1284.55944
1935,320.17861,192.04949,1284.65343
1936,320.80833,192.21461,1284.23021
1937,320.17003,192.10421,1283.51643
1938,320.26884,191.21379,1282.77527
1939,320.60855,191.34407,1281.74039
1940,321.3193,191.30869,1280.83428
1941,321.17378,191.89978,1278.90198
1942,321.4812,190.60808,1277.20016
1943,322.20576,190.28385,1275.14528
1944,322.41819,189.83257,1273.25665
1945,321.71539,189.8401,1271.04179
1946,321.97387,188.75483,1268.26119
1947,321.54036,187.5261,1265.57259
1948,321.94897,186.82742,1263.03074
1949,320.99067,186.5583,1260.02195
1950,320.94862,185.71359,1256.88191
1951,320.54082,185.91873,1253.8512
1952,320.32914,185.64579,1249.94834
1953,320.22649,185.68789,1246.29073
1954,320.41657,185.18111,1242.53489
1955,320.43165,185.34606,1238.3074
1956,320.33538,185.40693,1233.74954
1957,319.56306,185.774,1229.09127
1958,319.7745,184.73451,1224.01956
1959,319.01292,185.40835,1218.10845
1960,319.07115,185.38325,1212.03733
1961,318.77625,185.53314,1205.54352
1962,319.65668,185.63831,1198.67797
1963,318.92317,185.91558,1191.2857
1964,318.49126,185.21179,1183.30104
1965,318.44046,185.29275,1175.70106
1966,318.00775,184.74326,1167.2352
1967,317.66053,184.94207,1158.28505
1968,317.759,184.63564,1149.38009
1969,318.10405,185.3681,1139.90735
1970,317.87734,184.03653,1130.0466
1971,317.57998,183.58846,1119.59637
1972,317.52798,183.52247,1108.68792
1973,316.94366,183.1653,1097.59823
1974,316.67292,182.63936,1085.96636
1975,316.12902,183.38519,1073.69572
1976,315.66991,183.53728,1061.78646
1977,315.15623,184.10527,1049.52993
1978,314.82653,184.12553,1036.69487
1979,314.35748,184.20294,1023.49519
1980,314.10286,184.2186,1010.03701
1981,313.51053,184.81796,996.13767
1982,313.88824,184.59672,981.85635
1983,313.43561,185.22343,967.53104
1984,313.89203,185.255,952.99538
1985,313.58091,186.14292,938.11807
1986,313.58424,185.82571,922.93174
1987,313.03906,185.99042,907.87034
1988,313.3251,185.24729,892.54582
1989,313.03273,185.68103,877.38909
1990,315.05401,185.99126,861.87167
1991,314.33754,186.35129,846.79996
1992,314.87948,186.50245,831.50405
1993,314.92153,187.00291,815.80397
1994,314.83751,186.64557,800.66649
1995,314.37602,187.12687,784.82002
1996,314.85331,187.00354,769.04103
1997,315.19676,186.72985,753.31488
1998,314.7738,186.93662,737.70062
1999,314.4452,187.40825,721.91859
2000,314.73952,187.72211,706.3372
2001,314.21862,187.82054,691.29471
2002,314.65378,188.36616,676.72116
2003,314.38424,188.93217,661.89484
2004,314.81032,188.83288,647.49776
2005,314.43591,189.18984,632.94545
2006,314.50169,188.94165,619.11443
2007,315.04725,189.93664,605.51534
2008,314.34185,189.32619,592.71735
2009,313.79527,189.35738,579.76293
2010,314.2079,189.09067,567.69834
2011,313.86563,189.39598,555.67921
2012,314.02774,189.21295,544.62841
2013,314.06987,188.62129,533.3903
2014,314.77625,187.884,522.18564
2015,314.49648,187.80732,511.46106
2016,314.08864,186.58828,501.81102
2017,313.65171,186.57657,492.45283
2018,313.48804,186.06097,483.3683
2019,313.16814,186.50268,474.82195
2020,313.08883,185.8499,466.98019
2021,312.6553,185.60154,459.39198
2022,313.62463,185.6405,452.58356
2023,313.39337,185.55085,445.66206
2024,313.53114,185.17133,439.43467
2025,312.89591,185.51175,433.21697
2026,313.11431,184.49705,427.26957
2027,312.68138,184.62184,422.00175
2028,313.244,184.38831,417.47188
2029,313.02419,184.61943,412.95434
2030,313.36201,184.09497,408.59062
2031,313.19387,183.9756,404.72378
2032,313.09995,183.42337,400.91849
2033,312.38473,183.24448,397.51926
2034,313.07962,182.14519,394.76488
2035,313.74447,181.66748,391.94872
2036,312.95572,181.25704,389.83805
2037,312.66869,180.57513,387.45229
2038,313.67743,180.2754,385.67953
2039,313.55092,180.58213,383.25435
2040,313.46176,180.01228,381.79764
2041,313.04126,179.65574,379.94866
2042,313.40117,178.65167,378.81166
2043,313.40612,179.41648,377.72668
2044,312.84121,179.01028,376.64735
2045,313.04389,178.98015,375.9343
2046,313.9098,178.2448,375.65173
2047,313.77952,178.62561,374.8228
2048,314.01818,178.94868,374.21333
2049,313.49711,179.02526,373.65677
2050,314.41405,179.16092,373.97349
2051,314.85268,179.6319,373.8314
2052,315.12334,179.34479,373.81668
2053,315.68298,179.42341,374.01457
2054,315.72365,179.08326,374.57126
2055,315.79737,179.70739,374.83883
2056,315.24436,179.46579,375.84726
2057,314.70218,179.52028,376.55283
2058,314.54318,179.06499,377.24112
2059,314.09009,179.34341,378.582
2060,314.61322,179.35372,379.49457
2061,314.473,179.58312,380.62951
2062,315.70623,179.16095,382.2548
2063,314.90971,179.32032,383.7512
2064,315.57068,178.6853,385.27789
2065,314.98286,179.29702,386.75682
2066,314.67862,179.03568,388.1058
2067,314.09372,179.44302,389.99568
2068,314.41645,179.02679,392.14719
2069,314.02322,179.12183,393.78365
2070,313.33735,177.69895,395.62013
2071,312.91256,178.40361,397.62567
2072,312.92828,178.31136,399.65608
2073,312.93269,178.01684,401.56137
2074,313.38798,178.00701,403.53921
2075,312.74517,179.23675,405.7093
2076,312.87226,179.2032,407.99512
2077,312.16799,179.67073,410.37924
2078,312.51776,178.6867,413.0107
2079,312.68562,179.57915,415.71616
2080,312.56477,179.58681,418.63873
2081,312.28889,179.53246,421.3464
2082,312.36814,179.27495,424.41541
2083,311.6016,179.3875,426.96321
2084,312.33249,178.35071,429.90119
2085,311.87934,178.83692,432.65939
2086,311.90841,178.94736,435.64415
2087,311.4016,179.67597,438.33722
2088,311.60676,179.77681,441.65896
2089,311.32244,180.64121,444.51829
2090,311.95914,180.92015,447.71102
2091,311.21886,181.23605,450.58618
2092,311.48894,180.81346,453.79141
2093,312.36099,180.59383,456.73087
2094,311.83506,180.96416,459.75481
2095,311.35629,181.67474,462.79659
2096,311.42706,181.52135,466.0595
2097,310.89494,181.87449,469.05456
2098,310.22323,182.80392,472.59845
2099,310.59406,182.85506,475.50003
2100,310.8631,182.75756,478.89482
2101,310.73303,182.78446,481.95178
2102,310.96436,182.68737,484.84064
2103,310.45927,182.16086,487.52298
2104,310.26835,181.4854,490.10789
2105,309.51027,181.28272,493.19172
2106,309.55751,180.5477,495.83862
2107,309.12306,180.551,498.81666
2108,308.61456,179.85656,502.09826
2109,308.83692,180.1304,504.6703
2110,309.46632,180.58447,507.54009
2111,309.56388,180.56797,510.13802
2112,309.749,179.99464,512.82845
2113,309.84465,179.42891,515.43924
2114,309.78726,179.22414,518.27753
2115,309.2627,179.5331,521.03592
2116,309.51679,178.99325,523.53087
2117,309.19515,179.60959,525.88417
2118,309.34646,179.30346,529.07581
2119,309.29524,179.35886,531.6878
2120,310.20225,178.60333,534.20472
2121,310.21574,179.15318,536.48967
2122,310.53548,178.41397,539.37526
2123,310.12894,177.80107,542.46189
2124,309.87561,177.02766,545.25926
2125,308.83536,176.98022,547.8393
2126,308.98756,175.86039,550.82185
2127,308.05392,176.0143,553.5361
2128,308.59795,175.62802,555.67277
2129,307.60142,175.7044,557.75748
2130,307.48341,174.83629,559.82546
2131,307.26381,174.42631,561.8856
2132,307.03441,173.77259,563.90276
2133,306.85762,173.54802,566.06486
2134,307.69902,172.70093,568.22455
2135,307.28411,173.18516,569.72287
2136,307.3199,173.64416,571.83766
2137,308.73269,173.64124,573.79426
2138,309.55504,173.5662,575.39363
2139,309.38652,173.76302,577.32035
2140,309.59335,172.71658,578.71879
2141,309.52718,172.58487,580.36137
2142,309.74014,172.5406,581.82607
2143,308.52314,173.03798,583.48805
2144,308.77299,172.7663,584.47067
2145,309.0717,172.65117,585.42584
2146,309.05341,172.68741,586.8836
2147,308.58177,173.44444,587.78844
2148,309.21723,173.00709,588.98516
2149,309.6337,172.94589,590.13361
2150,310.32395,172.77933,591.24246
2151,310.11218,172.94212,591.79359
2152,309.74396,172.58261,592.77077
2153,309.86484,172.60972,593.53661
2154,309.71807,172.50393,593.71273
2155,309.28357,172.75105,593.51319
2156,308.94436,172.54379,593.64422
2157,308.62326,172.49991,593.67155
2158,308.87132,172.4668,593.31951
2159,308.84292,172.74931,593.50778
2160,309.59083,172.56868,593.68174
2161,309.39598,172.63739,593.2274
2162,309.7346,172.79058,592.93457
2163,308.62004,173.60066,592.43014
2164,309.39142,173.16798,591.97215
2165,308.97128,173.88575,591.66229
2166,309.81208,173.89927,591.19237
2167,309.46443,174.13847,590.72357
2168,309.56906,173.50817,589.92959
2169,309.83997,173.57388,589.46658
2170,309.80633,173.65989,588.49966
2171,310.08715,174.19001,587.7945
2172,310.52306,174.38046,587.05678
2173,310.48423,174.57715,586.03539
2174,310.82991,174.83775,584.67502
2175,311.13137,175.26349,584.13015
2176,312.03727,174.74589,582.49376
2177,312.23195,174.58379,581.80953
2178,313.36862,174.55919,580.97858
2179,313.59625,175.33455,579.97618
2180,313.77943,174.47939,579.44593
2181,314.32523,174.52611,578.50072
2182,315.03824,174.94728,577.72068
2183,315.44462,175.50258,577.01787
2184,315.93779,176.00965,576.57257
2185,315.57844,177.33076,576.3994
2186,316.92433,177.13955,576.10397
2187,316.98585,177.68306,576.20436
2188,317.49308,177.63125,576.47158
2189,317.23525,178.21494,576.36291
2190,317.86205,178.24288,576.46984
2191,317.397,178.55573,577.12996
2192,317.77411,178.77924,578.23974
2193,317.94298,179.25646,579.4656
2194,317.19347,179.56585,580.72058
2195,317.61868,179.75397,582.44151
2196,317.39336,179.69759,584.74931
2197,317.34165,179.90281,586.93037
2198,317.91389,179.59634,589.20926
2199,318.00555,179.68806,592.10359
2200,317.34716,179.85934,595.39113
2201,316.9663,179.1685,598.48931
2202,317.18112,179.32292,601.57368
2203,316.42196,180.12079,605.46033
2204,316.31483,180.44308,609.84372
2205,315.92242,180.44214,614.50702
2206,315.57471,180.66331,619.25365
2207,314.79225,180.91641,624.54646
2208,314.73764,180.82093,630.37095
2209,314.35587,180.85678,635.70424
2210,313.8094,181.10475,641.77111
2211,312.16195,180.99051,647.97203
2212,311.58691,180.52023,654.49913
2213,311.50114,180.54215,661.00804
2214,311.43463,180.72477,667.52452
2215,310.34342,180.96089,674.72979
2216,310.45798,180.55175,682.01294
2217,309.6067,180.54749,689.39855
2218,309.68083,180.30617,696.45658
2219,308.62583,179.98943,703.68123
2220,308.38348,179.41972,711.29526
2221,306.96899,179.10553,719.15789
2222,306.93727,178.33247,726.60961
2223,306.28259,179.28317,734.28641
2224,306.43491,179.06894,741.93936
2225,305.67715,179.27389,749.40211
2226,306.04164,179.09323,756.81718
2227,305.70415,179.68871,763.79718
2228,306.18431,179.09758,770.78237
2229,305.4278,178.96591,778.37791
2230,306.21601,178.41792,786.27873
2231,305.87293,178.53146,794.12614
2232,305.58815,178.53616,801.35683
2233,305.27556,178.44891,808.90214
2234,305.50519,178.76032,815.84379
2235,305.21755,179.40573,823.01946
2236,305.42926,178.78595,830.2593
2237,305.31654,177.73359,837.34444
2238,304.62929,177.45628,844.34815
2239,304.00979,177.12311,851.6641
2240,304.21507,176.38196,859.17261
2241,303.88962,176.90636,865.54445
2242,303.83682,176.12704,870.68909
2243,303.4705,176.25745,876.76168
2244,304.52237,175.84921,882.68936
2245,303.52667,175.85323,888.15755
2246,303.14332,175.85413,893.72665
2247,303.00125,175.1966,898.78943
2248,303.72767,174.48541,904.29552
2249,303.34181,174.9546,909.77643
2250,302.72032,174.77807,914.91551
2251,302.25163,174.82401,920.68916
2252,302.82754,174.48266,925.95462
2253,302.61804,175.09378,931.15585
2254,302.77684,174.87539,936.59454
2255,302.57588,175.26706,941.49926
2256,302.94346,175.11994,946.42722
2257,302.61325,175.20557,952.06685
2258,303.2045,175.39634,957.8848
2259,303.36615,175.71531,962.48257
2260,304.59054,175.06773,967.07771
2261,304.17782,175.60129,972.1117
2262,304.5933,175.36265,977.07009
2263,303.97831,175.25768,981.8565
2264,304.16442,174.70685,987.18021
2265,303.68887,174.61397,992.36612
2266,304.38992,174.05897,997.42217
2267,304.10105,173.62841,1002.66557
2268,304.2882,173.35012,1007.99393
2269,304.68255,173.08475,1013.01411
2270,304.49901,172.70328,1018.34149
2271,304.9328,172.39201,1023.41628
2272,305.42352,171.72324,1028.59909
2273,305.0632,171.79339,1033.82047
2274,305.64005,171.8873,1038.5652
2275,305.58958,172.18708,1042.71173
2276,305.64657,172.54348,1047.4414
2277,305.50542,172.95717,1051.91242
2278,306.08627,173.456,1056.12729
2279,305.92831,173.50372,1060.43293
2280,306.02497,173.74398,1064.609
2281,306.25659,174.36157,1068.63114
2282,305.92234,174.74663,1072.16064
2283,306.22316,174.49453,1075.49598
2284,306.04034,174.1805,1078.55126
2285,305.85834,174.28308,1081.64439
2286,305.86491,173.69286,1084.80444
2287,304.85102,173.75065,1087.55737
2288,305.04696,173.26739,1090.15283
2289,304.85029,173.85419,1092.43217
2290,305.04317,173.25259,1094.65196
2291,304.6643,173.16907,1096.33701
2292,305.21788,172.99904,1098.31052
2293,304.83874,173.19096,1099.76401
2294,304.55928,173.24498,1101.33015
2295,304.09101,173.53026,1103.16556
2296,303.13778,173.16069,1104.97837
2297,302.88534,173.44993,1106.56106
2298,302.79908,173.13928,1107.40223
2299,301.8522,173.69598,1108.28197
2300,301.61442,173.44536,1109.18473
2301,301.46667,173.90546,1110.27533
2302,301.19657,174.89242,1111.66746
2303,300.18061,175.19304,1112.87365
2304,300.22032,175.03754,1114.25476
2305,300.01987,175.16009,1115.00619
2306,299.95202,175.33314,1115.95549
2307,300.01716,175.43907,1116.4025
2308,300.06258,175.03365,1116.80137
2309,299.4592,175.31577,1117.44683
2310,298.86159,175.12683,1117.86903
2311,298.4282,174.82102,1117.68356
2312,299.23753,174.60072,1117.71975
2313,299.68859,174.68084,1117.60075
2314,299.85339,174.81994,1117.11826
2315,299.60885,175.44786,1115.75049
2316,300.46456,175.05868,1113.84252
2317,300.00326,175.66617,1112.15725
2318,300.71499,175.08098,1111.36618
2319,300.76738,175.15383,1109.07325
2320,301.33531,175.41712,1106.64741
2321,300.99761,175.70864,1104.78843
2322,301.13964,175.44651,1102.4922
2323,301.1953,175.66539,1099.93847
2324,301.57414,174.68202,1096.70081
2325,300.73637,174.76786,1093.18775
2326,301.41271,174.15145,1089.15456
2327,301.65791,174.26751,1084.33089
2328,302.16905,173.657,1079.34008
2329,301.85767,173.69436,1074.01481
2330,302.31758,172.87567,1068.29395
2331,302.31629,172.59233,1062.19405
2332,302.89332,171.63717,1055.88304
2333,302.59951,171.47755,1048.5088
2334,302.69343,171.23007,1040.27864
2335,302.49767,170.60518,1032.50492
2336,302.74281,169.70593,1024.27321
2337,303.05692,169.52041,1015.314
2338,303.06848,169.60774,1005.8805
2339,303.38593,169.21407,996.07759
2340,304.12762,169.08198,985.93914
2341,303.68686,169.45823,975.62181
2342,303.9337,168.86487,964.94615
2343,304.27562,169.30243,953.72994
2344,304.41501,168.94824,942.49338
2345,303.95763,168.84963,930.77589
2346,304.87457,168.52273,918.78793
2347,305.55785,168.6236,906.27835
2348,306.14226,168.87534,893.48994
2349,305.70114,169.67928,880.55082
2350,306.13326,169.09481,867.63751
2351,306.69389,169.44353,854.62725
2352,307.6898,169.28133,841.2552
2353,306.7589,169.71268,827.71743
2354,307.2948,168.91298,814.35341
2355,306.93598,169.22711,800.71132
2356,306.95238,168.72988,786.91713
2357,306.56522,168.71883,773.15587
2358,306.82036,168.43651,760.0195
2359,306.99835,168.49119,747.00201
2360,306.88884,168.08112,734.31497
2361,306.10873,168.77903,721.77336
